teste;name;type;Str;Dex;Int;Faith;Luck;Physical;Magic;Fire;Lightning;Dark
;Dark Manikin Claws;Claw;16.8;69.6;79.2;79.2;0;79;0;0;0;102.7
;Poison Manikin Claws;Claw;19.6;81.2;0;0;0;122.45;0;0;0;0
;Blood Manikin Claws;Claw;19.6;81.2;0;0;0;122.45;0;0;0;0
;Raw Manikin Claws;Claw;0;0;0;0;0;197.5;0;0;0;0
;Blessed Manikin Claws;Claw;15.4;63.8;0;93.6;0;102.7;0;0;0;0
;Hollow Manikin Claws;Claw;19.6;81.2;0;0;31.5;150.1;0;0;0;0
;Demon's Fist;Fist;63;0;28;28;0;170;0;140;0;0
;Dark Hand;Fist;60;60;45;45;0;88;0;0;0;150
;Whip;Whip;0;84;0;0;0;180;0;0;0;0
;Heavy Whip;Whip;81.9;0;0;0;0;166.5;0;0;0;0
;Sharp Whip;Whip;0;113.4;0;0;0;166.5;0;0;0;0
;Refined Whip;Whip;64;64;0;0;0;162;0;0;0;0
;Simple Whip;Whip;0;78;84;0;0;90;103.5;0;0;0
;Crystal Whip;Whip;0;60;99;0;0;85.5;117;0;0;0
;Fire Whip;Whip;0;0;0;0;0;148.5;0;148.5;0;0
;Chaos Whip;Whip;0;72;66;66;0;90;0;117;0;0
;Lightning Whip;Whip;0;60;0;99;0;85.5;0;0;117;0
;Deep Whip;Whip;0;0;0;0;0;148.5;0;0;0;148.5
;Dark Whip;Whip;0;72;66;66;0;90;0;0;0;117
;Poison Whip;Whip;0;84;0;0;0;139.5;0;0;0;0
;Blood Whip;Whip;0;84;0;0;0;139.5;0;0;0;0
;Raw Whip;Whip;0;0;0;0;0;225;0;0;0;0
;Blessed Whip;Whip;0;66;0;78;0;117;0;0;0;0
;Hollow Whip;Whip;0;84;0;0;31.5;171;0;0;0;0
;Witch's Locks;Whip;0;49;84;84;0;134;0;140;0;0
;Notched Whip;Whip;0;63;0;0;0;190;0;0;0;0
;Heavy Notched Whip;Whip;60.9;0;0;0;0;175.75;0;0;0;0
;Sharp Notched Whip;Whip;0;84;0;0;0;175.75;0;0;0;0
;Refined Notched Whip;Whip;48;48;0;0;0;171;0;0;0;0
;Simple Notched Whip;Whip;0;58.5;63;0;0;95;109.25;0;0;0
;Crystal Notched Whip;Whip;0;45;74.25;0;0;90.25;123.5;0;0;0
;Fire Notched Whip;Whip;0;0;0;0;0;156.75;0;156.75;0;0
;Chaos Notched Whip;Whip;0;54;49.5;49.5;0;95;0;123.5;0;0
;Lightning Notched Whip;Whip;0;45;0;74.25;0;90.25;0;0;123.5;0
;Deep Notched Whip;Whip;0;0;0;0;0;156.75;0;0;0;156.75
;Dark Notched Whip;Whip;0;54;49.5;49.5;0;95;0;0;0;123.5
;Poison Notched Whip;Whip;0;63;0;0;0;147.25;0;0;0;0
;Blood Notched Whip;Whip;0;63;0;0;0;147.25;0;0;0;0
;Raw Notched Whip;Whip;0;0;0;0;0;237.5;0;0;0;0
;Blessed Notched Whip;Whip;0;49.5;0;58.5;0;123.5;0;0;0;0
;Hollow Notched Whip;Whip;0;63;0;0;22.5;180.5;0;0;0;0
;Spotted Whip;Whip;0;63;0;0;0;204;0;0;0;0
;Talisman;Talisman;28;0;0;140;0;117;0;0;0;0
;Sorcerer's Staff;Staff;28;0;140;0;0;135;0;0;0;0
;Storyteller's Staff;Staff;28;0;131.6;0;0;136.8;0;0;0;0
;Mendicant's Staff;Staff;29.4;0;120.4;0;0;136.8;0;0;0;0
;Man-grub's Staff;Staff;29.4;0;0;0;0;158;0;0;0;0
;Archdeacon's Great Staff;Staff;29.4;0;0;156.8;0;156;0;0;0;0
;Golden Ritual Spear;Spear;21;51.8;0;134.4;0;128;134;0;0;0
;Yorshka's Chime;Sacred Chime;29.4;0;0;163.8;0;122.4;0;0;0;0
;Sage's Crystal Staff;Staff;28;0;119;0;0;154;0;0;0;0
;Heretic's Staff;Staff;29.4;0;134.4;0;0;142.2;0;0;0;0
;Court Sorcerer's Staff;Staff;28;0;154;0;0;135;0;0;0;0
;Witch Tree Branch;Staff;28;0;93.8;0;0;129.6;0;0;0;0
;Izalith Staff;Staff;43.4;42;117.6;71.4;0;210;0;0;0;0
;Cleric's Sacred Chime;Sacred Chime;29.4;0;0;147;0;118.8;0;0;0;0
;Priest's Chime;Sacred Chime;28;0;0;138.6;0;117;0;0;0;0
;Saint-tree Bellvine;Sacred Chime;28;0;0;109.2;0;117;0;0;0;0
;Caitha's Chime;Sacred Chime;28;0;112;124.6;0;130;0;0;0;0
;Crystal Chime;Sacred Chime;28;0;68.6;68.6;0;128;0;0;0;0
;Sunlight Talisman;Talisman;29.4;0;0;114.8;0;120.6;0;0;0;0
;Canvas Talisman;Talisman;29.4;0;0;134.4;0;118.8;0;0;0;0
;Sunless Talisman;Talisman;28;0;112;119;0;130;0;0;0;0
;Saint's Talisman;Talisman;29.4;0;0;158.2;0;120.6;0;0;0;0
;White Hair Talisman;Talisman;28;0;42;70;0;128;0;138;0;0
;Pyromancy Flame;Pyromancy Flame;0;0;71.4;71.4;0;0;0;180;0;0
;Dragonslayer Greatbow;Greatbow;49;70;0;0;0;220;0;0;0;0
;Short Bow;Bow;14;50.4;0;0;0;154;0;0;0;0
;Composite Bow;Bow;50.4;42;0;0;0;146;0;0;0;0
;Light Crossbow;Crossbow;0;0;0;0;0;224;0;0;0;0
;Arbalest;Crossbow;0;0;0;0;0;273;0;0;0;0
;Longbow;Bow;14;49;0;0;0;164;0;0;0;0
;Dragonrider Bow;Bow;43.4;21;0;0;0;200;0;0;0;0
;Avelyn;Crossbow;0;0;0;0;0;128;0;0;0;0
;Knight's Crossbow;Crossbow;0;0;0;0;0;140;0;0;140;0
;Heavy Crossbow;Crossbow;0;0;0;0;0;72;0;0;0;0
;Darkmoon Longbow;Bow;0;14;84;0;0;66;80;0;0;0
;Onislayer Greatbow;Greatbow;21;85.4;0;0;0;194;0;0;0;0
;Black Bow of Pharis;Bow;22.4;89.6;0;0;0;134;0;0;0;0
;Sniper Crossbow;Crossbow;0;0;0;0;0;245;0;0;0;0
;Sellsword Twinblades;Curved Sword (Paired);21;81.2;0;0;0;198;0;0;0;0
;Heavy Sellsword Twinblades;Curved Sword (Paired);84;0;0;0;0;183.15;0;0;0;0
;Sharp Sellsword Twinblades;Curved Sword (Paired);7.7;121.8;0;0;0;183.15;0;0;0;0
;Refined Sellsword Twinblades;Curved Sword (Paired);73.6;73.6;0;0;0;178.2;0;0;0;0
;Simple Sellsword Twinblades;Curved Sword (Paired);19.5;75.4;102.2;0;0;99;113.85;0;0;0
;Crystal Sellsword Twinblades;Curved Sword (Paired);15;58;120.45;0;0;94.05;128.7;0;0;0
;Fire Sellsword Twinblades;Curved Sword (Paired);0;0;0;0;0;163.35;0;163.35;0;0
;Chaos Sellsword Twinblades;Curved Sword (Paired);18;69.6;80.3;80.3;0;99;0;128.7;0;0
;Lightning Sellsword Twinblades;Curved Sword (Paired);15;58;0;120.45;0;94.05;0;0;128.7;0
;Deep Sellsword Twinblades;Curved Sword (Paired);0;0;0;0;0;163.35;0;0;0;163.35
;Dark Sellsword Twinblades;Curved Sword (Paired);18;69.6;80.3;80.3;0;99;0;0;0;128.7
;Poison Sellsword Twinblades;Curved Sword (Paired);21;81.2;0;0;0;153.45;0;0;0;0
;Blood Sellsword Twinblades;Curved Sword (Paired);21;81.2;0;0;0;153.45;0;0;0;0
;Raw Sellsword Twinblades;Curved Sword (Paired);0;0;0;0;0;247.5;0;0;0;0
;Blessed Sellsword Twinblades;Curved Sword (Paired);16.5;63.8;0;94.9;0;128.7;0;0;0;0
;Hollow Sellsword Twinblades;Curved Sword (Paired);21;81.2;0;0;31.5;188.1;0;0;0;0
;Warden Twinblades;Curved Sword (Paired);43.4;63;0;0;0;186;0;0;0;0
;Heavy Warden Twinblades;Curved Sword (Paired);86.1;0;0;0;0;172.05;0;0;0;0
;Sharp Warden Twinblades;Curved Sword (Paired);16.5;94.5;0;0;0;172.05;0;0;0;0
;Refined Warden Twinblades;Curved Sword (Paired);76.8;76.8;0;0;0;167.4;0;0;0;0
;Simple Warden Twinblades;Curved Sword (Paired);40.3;58.5;106.4;0;0;93;106.95;0;0;0
;Crystal Warden Twinblades;Curved Sword (Paired);31;45;125.4;0;0;88.35;120.9;0;0;0
;Fire Warden Twinblades;Curved Sword (Paired);0;0;0;0;0;153.45;0;153.45;0;0
;Chaos Warden Twinblades;Curved Sword (Paired);37.2;54;83.6;83.6;0;93;0;120.9;0;0
;Lightning Warden Twinblades;Curved Sword (Paired);31;45;0;125.4;0;88.35;0;0;120.9;0
;Deep Warden Twinblades;Curved Sword (Paired);0;0;0;0;0;153.45;0;0;0;153.45
;Dark Warden Twinblades;Curved Sword (Paired);37.2;54;83.6;83.6;0;93;0;0;0;120.9
;Poison Warden Twinblades;Curved Sword (Paired);43.4;63;0;0;0;144.15;0;0;0;0
;Blood Warden Twinblades;Curved Sword (Paired);43.4;63;0;0;0;144.15;0;0;0;0
;Raw Warden Twinblades;Curved Sword (Paired);0;0;0;0;0;232.5;0;0;0;0
;Blessed Warden Twinblades;Curved Sword (Paired);34.1;49.5;0;98.8;0;120.9;0;0;0;0
;Hollow Warden Twinblades;Curved Sword (Paired);43.4;63;0;0;34.5;176.7;0;0;0;0
;Winged Knight Twinaxes;Axe (Paired);63;35;0;0;0;244;0;0;0;0
;Heavy Winged Knight Twinaxes;Axe (Paired);94.5;0;0;0;0;225.7;0;0;0;0
;Sharp Winged Knight Twinaxes;Axe (Paired);49.5;52.5;0;0;0;225.7;0;0;0;0
;Refined Winged Knight Twinaxes;Axe (Paired);72;72;0;0;0;213.5;0;0;0;0
;Simple Winged Knight Twinaxes;Axe (Paired);58.5;32.5;98;0;0;112;128.8;0;0;0
;Crystal Winged Knight Twinaxes;Axe (Paired);45;25;115.5;0;0;106.4;145.6;0;0;0
;Fire Winged Knight Twinaxes;Axe (Paired);0;0;0;0;0;184.8;0;184.8;0;0
;Chaos Winged Knight Twinaxes;Axe (Paired);54;30;77;77;0;112;0;145.6;0;0
;Lightning Winged Knight Twinaxes;Axe (Paired);45;25;0;115.5;0;106.4;0;0;145.6;0
;Deep Winged Knight Twinaxes;Axe (Paired);0;0;0;0;0;184.8;0;0;0;184.8
;Dark Winged Knight Twinaxes;Axe (Paired);54;30;77;77;0;112;0;0;0;145.6
;Poison Winged Knight Twinaxes;Axe (Paired);63;35;0;0;0;189.1;0;0;0;0
;Blood Winged Knight Twinaxes;Axe (Paired);63;35;0;0;0;189.1;0;0;0;0
;Raw Winged Knight Twinaxes;Axe (Paired);0;0;0;0;0;305;0;0;0;0
;Blessed Winged Knight Twinaxes;Axe (Paired);49.5;27.5;0;91;0;145.6;0;0;0;0
;Hollow Winged Knight Twinaxes;Axe (Paired);63;35;0;0;25.5;231.8;0;0;0;0
;Dancer's Enchanted Swords;Curved Sword (Paired);36.4;49;50.4;50.4;0;144;114;114;0;0
;Great Machete;Greataxe;61.6;22.4;0;0;0;334;0;0;0;0
;Heavy Great Machete;Greataxe;92.4;0;0;0;0;308.95;0;0;0;0
;Sharp Great Machete;Greataxe;31.9;74.4;0;0;0;308.95;0;0;0;0
;Refined Great Machete;Greataxe;72;72;0;0;0;292.25;0;0;0;0
;Simple Great Machete;Greataxe;57.2;20.8;84;0;0;147;169.05;0;0;0
;Crystal Great Machete;Greataxe;44;16;99;0;0;139.65;191.1;0;0;0
;Fire Great Machete;Greataxe;0;0;0;0;0;242.55;0;242.55;0;0
;Chaos Great Machete;Greataxe;52.8;19.2;66;66;0;147;0;191.1;0;0
;Lightning Great Machete;Greataxe;44;16;0;99;0;139.65;0;0;191.1;0
;Deep Great Machete;Greataxe;0;0;0;0;0;242.55;0;0;0;242.55
;Dark Great Machete;Greataxe;52.8;19.2;66;66;0;147;0;0;0;191.1
;Poison Great Machete;Greataxe;61.6;22.4;0;0;0;258.85;0;0;0;0
;Blood Great Machete;Greataxe;61.6;22.4;0;0;0;258.85;0;0;0;0
;Raw Great Machete;Greataxe;0;0;0;0;0;417.5;0;0;0;0
;Blessed Great Machete;Greataxe;48.4;17.6;0;78;0;191.1;0;0;0;0
;Hollow Great Machete;Greataxe;61.6;22.4;0;0;21;317.3;0;0;0;0
;Brigand Twindaggers;Dagger (Paired);49;49;0;0;0;134;0;0;0;0
;Heavy Brigand Twindaggers;Dagger (Paired);73.5;0;0;0;0;123.95;0;0;0;0
;Sharp Brigand Twindaggers;Dagger (Paired);18.7;73.5;0;0;0;123.95;0;0;0;0
;Refined Brigand Twindaggers;Dagger (Paired);72;72;0;0;0;120.6;0;0;0;0
;Simple Brigand Twindaggers;Dagger (Paired);45.5;45.5;98;0;0;69;79.35;0;0;0
;Crystal Brigand Twindaggers;Dagger (Paired);35;35;115.5;0;0;65.55;89.7;0;0;0
;Fire Brigand Twindaggers;Dagger (Paired);0;0;0;0;0;127.05;0;127.05;0;0
;Chaos Brigand Twindaggers;Dagger (Paired);42;42;77;77;0;69;0;89.7;0;0
;Lightning Brigand Twindaggers;Dagger (Paired);35;35;0;115.5;0;65.55;0;0;89.7;0
;Deep Brigand Twindaggers;Dagger (Paired);0;0;0;0;0;127.05;0;0;0;127.05
;Dark Brigand Twindaggers;Dagger (Paired);42;42;77;77;0;69;0;0;0;89.7
;Poison Brigand Twindaggers;Dagger (Paired);49;49;0;0;0;103.85;0;0;0;0
;Blood Brigand Twindaggers;Dagger (Paired);49;49;0;0;0;103.85;0;0;0;0
;Raw Brigand Twindaggers;Dagger (Paired);0;0;0;0;0;167.5;0;0;0;0
;Blessed Brigand Twindaggers;Dagger (Paired);38.5;38.5;0;91;0;89.7;0;0;0;0
;Hollow Brigand Twindaggers;Dagger (Paired);49;49;0;0;31.5;127.3;0;0;0;0
;Gotthard Twinswords;Sword (Paired);63;56;0;0;0;200;0;0;0;0
;Heavy Gotthard Twinswords;Sword (Paired);115.5;0;0;0;0;185;0;0;0;0
;Sharp Gotthard Twinswords;Sword (Paired);49.5;96;0;0;0;185;0;0;0;0
;Refined Gotthard Twinswords;Sword (Paired);83.2;83.2;0;0;0;180;0;0;0;0
;Simple Gotthard Twinswords;Sword (Paired);58.5;52;119;0;0;100;115;0;0;0
;Crystal Gotthard Twinswords;Sword (Paired);45;40;140.25;0;0;95;130;0;0;0
;Fire Gotthard Twinswords;Sword (Paired);0;0;0;0;0;165;0;165;0;0
;Chaos Gotthard Twinswords;Sword (Paired);54;48;93.5;93.5;0;100;0;130;0;0
;Lightning Gotthard Twinswords;Sword (Paired);45;40;0;140.25;0;95;0;0;130;0
;Deep Gotthard Twinswords;Sword (Paired);0;0;0;0;0;165;0;0;0;165
;Dark Gotthard Twinswords;Sword (Paired);54;48;93.5;93.5;0;100;0;0;0;130
;Poison Gotthard Twinswords;Sword (Paired);63;56;0;0;0;155;0;0;0;0
;Blood Gotthard Twinswords;Sword (Paired);63;56;0;0;0;155;0;0;0;0
;Raw Gotthard Twinswords;Sword (Paired);0;0;0;0;0;250;0;0;0;0
;Blessed Gotthard Twinswords;Sword (Paired);49.5;44;0;110.5;0;130;0;0;0;0
;Hollow Gotthard Twinswords;Sword (Paired);63;56;0;0;37.5;190;0;0;0;0
;Onikiri and Ubadachi;Katana (Paired);56;71.4;0;0;0;208;0;0;0;0
;Heavy Onikiri and Ubadachi;Katana (Paired);113.4;0;0;0;0;192.4;0;0;0;0
;Sharp Onikiri and Ubadachi;Katana (Paired);28.6;94.5;0;0;0;192.4;0;0;0;0
;Refined Onikiri and Ubadachi;Katana (Paired);80;80;0;0;0;187.2;0;0;0;0
;Simple Onikiri and Ubadachi;Katana (Paired);52;66.3;127.4;0;0;104;119.6;0;0;0
;Crystal Onikiri and Ubadachi;Katana (Paired);40;51;150.15;0;0;98.8;135.2;0;0;0
;Fire Onikiri and Ubadachi;Katana (Paired);0;0;0;0;0;171.6;0;171.6;0;0
;Chaos Onikiri and Ubadachi;Katana (Paired);48;61.2;100.1;100.1;0;104;0;135.2;0;0
;Lightning Onikiri and Ubadachi;Katana (Paired);40;51;0;150.15;0;98.8;0;0;135.2;0
;Deep Onikiri and Ubadachi;Katana (Paired);0;0;0;0;0;171.6;0;0;0;171.6
;Dark Onikiri and Ubadachi;Katana (Paired);48;61.2;100.1;100.1;0;104;0;0;0;135.2
;Poison Onikiri and Ubadachi;Katana (Paired);56;71.4;0;0;0;161.2;0;0;0;0
;Blood Onikiri and Ubadachi;Katana (Paired);56;71.4;0;0;0;161.2;0;0;0;0
;Raw Onikiri and Ubadachi;Katana (Paired);0;0;0;0;0;260;0;0;0;0
;Blessed Onikiri and Ubadachi;Katana (Paired);44;56.1;0;118.3;0;135.2;0;0;0;0
;Hollow Onikiri and Ubadachi;Katana (Paired);56;71.4;0;0;37.5;197.6;0;0;0;0
;Drang Twinspears;Spear (Paired);42;70;0;0;0;200;0;0;0;0
;Heavy Drang Twinspears;Spear (Paired);92.4;0;0;0;0;185;0;0;0;0
;Sharp Drang Twinspears;Spear (Paired);20.9;94.5;0;0;0;185;0;0;0;0
;Refined Drang Twinspears;Spear (Paired);72;72;0;0;0;180;0;0;0;0
;Simple Drang Twinspears;Spear (Paired);39;65;112;0;0;100;115;0;0;0
;Crystal Drang Twinspears;Spear (Paired);30;50;132;0;0;95;130;0;0;0
;Fire Drang Twinspears;Spear (Paired);0;0;0;0;0;165;0;165;0;0
;Chaos Drang Twinspears;Spear (Paired);36;60;88;88;0;100;0;130;0;0
;Lightning Drang Twinspears;Spear (Paired);30;50;0;132;0;95;0;0;130;0
;Deep Drang Twinspears;Spear (Paired);0;0;0;0;0;165;0;0;0;165
;Dark Drang Twinspears;Spear (Paired);36;60;88;88;0;100;0;0;0;130
;Poison Drang Twinspears;Spear (Paired);42;70;0;0;0;155;0;0;0;0
;Blood Drang Twinspears;Spear (Paired);42;70;0;0;0;155;0;0;0;0
;Raw Drang Twinspears;Spear (Paired);0;0;0;0;0;250;0;0;0;0
;Blessed Drang Twinspears;Spear (Paired);33;55;0;104;0;130;0;0;0;0
;Hollow Drang Twinspears;Spear (Paired);42;70;0;0;36;190;0;0;0;0
;Drang Hammers;Hammer (Paired);77;14;0;0;0;220;0;0;0;0
;Heavy Drang Hammers;Hammer (Paired);115.5;0;0;0;0;203.5;0;0;0;0
;Sharp Drang Hammers;Hammer (Paired);33;84;0;0;0;203.5;0;0;0;0
;Refined Drang Hammers;Hammer (Paired);84.6;84.6;0;0;0;192.5;0;0;0;0
;Simple Drang Hammers;Hammer (Paired);71.5;13;91;0;0;110;126.5;0;0;0
;Crystal Drang Hammers;Hammer (Paired);55;10;107.25;0;0;104.5;143;0;0;0
;Fire Drang Hammers;Hammer (Paired);0;0;0;0;0;181.5;0;181.5;0;0
;Chaos Drang Hammers;Hammer (Paired);66;12;71.5;71.5;0;110;0;143;0;0
;Lightning Drang Hammers;Hammer (Paired);55;10;0;107.25;0;104.5;0;0;143;0
;Deep Drang Hammers;Hammer (Paired);0;0;0;0;0;181.5;0;0;0;181.5
;Dark Drang Hammers;Hammer (Paired);66;12;71.5;71.5;0;110;0;0;0;143
;Poison Drang Hammers;Hammer (Paired);77;14;0;0;0;170.5;0;0;0;0
;Blood Drang Hammers;Hammer (Paired);77;14;0;0;0;170.5;0;0;0;0
;Raw Drang Hammers;Hammer (Paired);0;0;0;0;0;275;0;0;0;0
;Blessed Drang Hammers;Hammer (Paired);60.5;11;0;84.5;0;143;0;0;0;0
;Hollow Drang Hammers;Hammer (Paired);77;14;0;0;21;209;0;0;0;0
;Buckler;Small Shield;26.6;0;0;0;0;134;0;0;0;0
;Heavy Buckler;Small Shield;39.9;0;0;0;0;123.95;0;0;0;0
;Sharp Buckler;Small Shield;20.9;0;0;0;0;123.95;0;0;0;0
;Refined Buckler;Small Shield;30.4;30.4;0;0;0;120.6;0;0;0;0
;Simple Buckler;Small Shield;24.7;0;26.6;0;0;67;77.05;0;0;0
;Crystal Buckler;Small Shield;19;0;31.35;0;0;63.65;87.1;0;0;0
;Fire Buckler;Small Shield;0;0;0;0;0;110.55;0;110.55;0;0
;Chaos Buckler;Small Shield;22.8;0;20.9;20.9;0;67;0;87.1;0;0
;Lightning Buckler;Small Shield;19;0;0;31.35;0;63.65;0;0;87.1;0
;Deep Buckler;Small Shield;0;0;0;0;0;110.55;0;0;0;110.55
;Dark Buckler;Small Shield;22.8;0;20.9;20.9;0;67;0;0;0;87.1
;Poison Buckler;Small Shield;26.6;0;0;0;0;103.85;0;0;0;0
;Blood Buckler;Small Shield;26.6;0;0;0;0;103.85;0;0;0;0
;Raw Buckler;Small Shield;0;0;0;0;0;167.5;0;0;0;0
;Blessed Buckler;Small Shield;20.9;0;0;24.7;0;87.1;0;0;0;0
;Hollow Buckler;Small Shield;26.6;0;0;0;6;127.3;0;0;0;0
;Small Leather Shield;Small Shield;28;0;0;0;0;140;0;0;0;0
;Heavy Small Leather Shield;Small Shield;42;0;0;0;0;129.5;0;0;0;0
;Sharp Small Leather Shield;Small Shield;22;0;0;0;0;129.5;0;0;0;0
;Refined Small Leather Shield;Small Shield;32;32;0;0;0;126;0;0;0;0
;Simple Small Leather Shield;Small Shield;26;0;28;0;0;70;80.5;0;0;0
;Crystal Small Leather Shield;Small Shield;20;0;33;0;0;66.5;91;0;0;0
;Fire Small Leather Shield;Small Shield;0;0;0;0;0;115.5;0;115.5;0;0
;Chaos Small Leather Shield;Small Shield;24;0;22;22;0;70;0;91;0;0
;Lightning Small Leather Shield;Small Shield;20;0;0;33;0;66.5;0;0;91;0
;Deep Small Leather Shield;Small Shield;0;0;0;0;0;115.5;0;0;0;115.5
;Dark Small Leather Shield;Small Shield;24;0;22;22;0;70;0;0;0;91
;Poison Small Leather Shield;Small Shield;28;0;0;0;0;108.5;0;0;0;0
;Blood Small Leather Shield;Small Shield;28;0;0;0;0;108.5;0;0;0;0
;Raw Small Leather Shield;Small Shield;0;0;0;0;0;175;0;0;0;0
;Blessed Small Leather Shield;Small Shield;22;0;0;26;0;91;0;0;0;0
;Hollow Small Leather Shield;Small Shield;28;0;0;0;6;133;0;0;0;0
;Round Shield;Shield;42;0;0;0;0;158;0;0;0;0
;Heavy Round Shield;Shield;63;0;0;0;0;146.15;0;0;0;0
;Sharp Round Shield;Shield;33;0;0;0;0;146.15;0;0;0;0
;Refined Round Shield;Shield;40;40;0;0;0;142.2;0;0;0;0
;Simple Round Shield;Shield;39;0;42;0;0;79;90.85;0;0;0
;Crystal Round Shield;Shield;30;0;49.5;0;0;75.05;102.7;0;0;0
;Fire Round Shield;Shield;0;0;0;0;0;130.35;0;130.35;0;0
;Chaos Round Shield;Shield;36;0;33;33;0;79;0;102.7;0;0
;Lightning Round Shield;Shield;30;0;0;49.5;0;75.05;0;0;102.7;0
;Deep Round Shield;Shield;0;0;0;0;0;130.35;0;0;0;130.35
;Dark Round Shield;Shield;36;0;33;33;0;79;0;0;0;102.7
;Poison Round Shield;Shield;42;0;0;0;0;122.45;0;0;0;0
;Blood Round Shield;Shield;42;0;0;0;0;122.45;0;0;0;0
;Raw Round Shield;Shield;0;0;0;0;0;197.5;0;0;0;0
;Blessed Round Shield;Shield;33;0;0;39;0;102.7;0;0;0;0
;Hollow Round Shield;Shield;42;0;0;0;9;150.1;0;0;0;0
;Large Leather Shield;Shield;42;0;0;0;0;156;0;0;0;0
;Heavy Large Leather Shield;Shield;63;0;0;0;0;144.3;0;0;0;0
;Sharp Large Leather Shield;Shield;33;0;0;0;0;144.3;0;0;0;0
;Refined Large Leather Shield;Shield;40;40;0;0;0;140.4;0;0;0;0
;Simple Large Leather Shield;Shield;39;0;42;0;0;78;89.7;0;0;0
;Crystal Large Leather Shield;Shield;30;0;49.5;0;0;74.1;101.4;0;0;0
;Fire Large Leather Shield;Shield;0;0;0;0;0;128.7;0;128.7;0;0
;Chaos Large Leather Shield;Shield;36;0;33;33;0;78;0;101.4;0;0
;Lightning Large Leather Shield;Shield;30;0;0;49.5;0;74.1;0;0;101.4;0
;Deep Large Leather Shield;Shield;0;0;0;0;0;128.7;0;0;0;128.7
;Dark Large Leather Shield;Shield;36;0;33;33;0;78;0;0;0;101.4
;Poison Large Leather Shield;Shield;42;0;0;0;0;120.9;0;0;0;0
;Blood Large Leather Shield;Shield;42;0;0;0;0;120.9;0;0;0;0
;Raw Large Leather Shield;Shield;0;0;0;0;0;195;0;0;0;0
;Blessed Large Leather Shield;Shield;33;0;0;39;0;101.4;0;0;0;0
;Hollow Large Leather Shield;Shield;42;0;0;0;9;148.2;0;0;0;0
;Hawkwood's Shield;Small Shield;28;0;0;0;0;144;0;0;0;0
;Heavy Hawkwood's Shield;Small Shield;42;0;0;0;0;133.2;0;0;0;0
;Sharp Hawkwood's Shield;Small Shield;22;0;0;0;0;133.2;0;0;0;0
;Refined Hawkwood's Shield;Small Shield;32;32;0;0;0;129.6;0;0;0;0
;Simple Hawkwood's Shield;Small Shield;26;0;28;0;0;72;82.8;0;0;0
;Crystal Hawkwood's Shield;Small Shield;20;0;33;0;0;68.4;93.6;0;0;0
;Fire Hawkwood's Shield;Small Shield;0;0;0;0;0;118.8;0;118.8;0;0
;Chaos Hawkwood's Shield;Small Shield;24;0;22;22;0;72;0;93.6;0;0
;Lightning Hawkwood's Shield;Small Shield;20;0;0;33;0;68.4;0;0;93.6;0
;Deep Hawkwood's Shield;Small Shield;0;0;0;0;0;118.8;0;0;0;118.8
;Dark Hawkwood's Shield;Small Shield;24;0;22;22;0;72;0;0;0;93.6
;Poison Hawkwood's Shield;Small Shield;28;0;0;0;0;111.6;0;0;0;0
;Blood Hawkwood's Shield;Small Shield;28;0;0;0;0;111.6;0;0;0;0
;Raw Hawkwood's Shield;Small Shield;0;0;0;0;0;180;0;0;0;0
;Blessed Hawkwood's Shield;Small Shield;22;0;0;26;0;93.6;0;0;0;0
;Hollow Hawkwood's Shield;Small Shield;28;0;0;0;6;136.8;0;0;0;0
;Iron Round Shield;Small Shield;28;0;0;0;0;142;0;0;0;0
;Heavy Iron Round Shield;Small Shield;42;0;0;0;0;131.35;0;0;0;0
;Sharp Iron Round Shield;Small Shield;22;0;0;0;0;131.35;0;0;0;0
;Refined Iron Round Shield;Small Shield;32;32;0;0;0;127.8;0;0;0;0
;Simple Iron Round Shield;Small Shield;26;0;28;0;0;71;81.65;0;0;0
;Crystal Iron Round Shield;Small Shield;20;0;33;0;0;67.45;92.3;0;0;0
;Fire Iron Round Shield;Small Shield;0;0;0;0;0;117.15;0;117.15;0;0
;Chaos Iron Round Shield;Small Shield;24;0;22;22;0;71;0;92.3;0;0
;Lightning Iron Round Shield;Small Shield;20;0;0;33;0;67.45;0;0;92.3;0
;Deep Iron Round Shield;Small Shield;0;0;0;0;0;117.15;0;0;0;117.15
;Dark Iron Round Shield;Small Shield;24;0;22;22;0;71;0;0;0;92.3
;Poison Iron Round Shield;Small Shield;28;0;0;0;0;110.05;0;0;0;0
;Blood Iron Round Shield;Small Shield;28;0;0;0;0;110.05;0;0;0;0
;Raw Iron Round Shield;Small Shield;0;0;0;0;0;177.5;0;0;0;0
;Blessed Iron Round Shield;Small Shield;22;0;0;26;0;92.3;0;0;0;0
;Hollow Iron Round Shield;Small Shield;28;0;0;0;6;134.9;0;0;0;0
;Wooden Shield;Shield;42;0;0;0;0;156;0;0;0;0
;Heavy Wooden Shield;Shield;63;0;0;0;0;144.3;0;0;0;0
;Sharp Wooden Shield;Shield;33;0;0;0;0;144.3;0;0;0;0
;Refined Wooden Shield;Shield;40;40;0;0;0;140.4;0;0;0;0
;Simple Wooden Shield;Shield;39;0;42;0;0;78;89.7;0;0;0
;Crystal Wooden Shield;Shield;30;0;49.5;0;0;74.1;101.4;0;0;0
;Fire Wooden Shield;Shield;0;0;0;0;0;128.7;0;128.7;0;0
